Unnamed: 0,Age,Job,Credit amount,Duration,Sex_male,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_moderate,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
334,23,2,4110,24,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
335,44,3,3384,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
336,23,1,2101,13,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
337,24,2,1275,15,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
338,28,2,4169,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
339,31,1,1521,10,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
340,24,2,5743,24,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
341,26,1,3599,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
342,25,2,3213,18,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
343,33,3,4439,18,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
344,37,1,3949,10,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
345,43,1,1459,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
346,23,2,882,13,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
347,23,0,3758,24,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
348,34,1,1743,6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
349,32,2,1136,9,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
350,23,2,1236,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
351,29,2,959,9,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
352,38,3,3229,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
353,28,2,6199,12,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
354,46,2,727,10,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
355,23,1,1246,24,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
356,49,2,2331,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
357,26,3,4463,36,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
358,28,2,776,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
359,23,2,2406,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
360,61,2,1239,18,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
361,37,3,3399,12,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
362,36,2,2247,12,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
363,21,2,1766,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
364,25,0,2473,18,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
365,36,2,1542,12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
366,27,2,3850,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
367,22,2,3650,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
368,42,2,3446,36,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
369,40,2,3001,18,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
370,36,2,3079,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
371,33,2,6070,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
372,23,2,2146,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
373,63,3,13756,60,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
374,60,3,14782,60,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
375,37,2,7685,48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
376,34,2,2320,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
377,36,2,846,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
378,57,3,14318,36,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
379,52,1,362,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
380,39,2,2212,20,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
381,38,3,12976,18,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
382,25,2,1283,22,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
383,26,2,1330,12,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
384,26,1,4272,30,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
385,25,2,2238,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
386,21,2,1126,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
387,40,3,7374,18,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
388,27,2,2326,15,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
389,27,2,1449,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
390,30,3,1820,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
391,19,1,983,12,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
392,39,3,3249,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
393,31,2,1957,6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
394,31,3,2406,9,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
395,32,2,11760,39,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False
396,55,3,2578,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
397,46,2,2348,36,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
398,46,2,1223,12,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
399,43,1,1516,24,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
400,39,2,1473,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
401,28,2,1887,18,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
402,27,2,8648,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
403,27,1,802,14,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
404,43,2,2899,18,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
405,22,2,2039,24,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
406,43,2,2197,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
407,27,2,1053,15,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
408,26,3,3235,24,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
409,28,2,939,12,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False
410,20,2,1967,24,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
411,35,3,7253,33,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
412,42,3,2292,12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
413,40,1,1597,10,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
414,35,2,1381,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
415,35,2,5842,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
416,33,1,2579,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
417,23,2,8471,18,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
418,31,3,2782,21,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
419,33,2,1042,18,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
420,20,2,3186,15,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
421,30,2,2028,12,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
422,47,1,958,12,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
423,34,3,1591,21,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
424,25,2,2762,12,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
425,21,2,2779,18,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
426,29,2,2743,28,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
427,46,2,1149,18,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
428,20,2,1313,9,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
429,55,0,1190,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
430,74,1,3448,5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
431,29,3,11328,24,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
432,36,3,1872,6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
433,33,2,2058,24,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
434,25,2,2136,9,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
435,25,2,1484,12,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
436,23,1,660,6,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
437,37,2,1287,24,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
438,65,0,3394,42,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
439,26,0,609,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
440,39,3,1884,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
441,30,2,1620,12,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
442,29,2,2629,20,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
443,41,1,719,12,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
444,30,3,5096,48,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
445,41,1,1244,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
446,34,2,1842,36,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
447,35,2,2576,7,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
448,55,3,1424,12,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
449,61,2,1512,15,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
450,30,3,11054,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
451,29,2,518,6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
452,34,2,2759,12,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
453,35,3,2670,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
454,31,2,4817,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
455,29,3,2679,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
456,36,2,3905,11,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
457,35,2,3386,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
458,27,2,343,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
459,32,2,4594,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
460,37,2,3620,36,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
461,36,2,1721,15,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
462,34,3,3017,12,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
463,38,2,754,12,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
464,34,2,1950,18,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
465,63,2,2924,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
466,29,1,1659,24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
467,32,2,7238,48,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
468,26,2,2764,33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
469,35,1,4679,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
470,22,2,3092,24,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False
471,23,2,448,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
472,28,1,654,9,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
473,36,3,1238,6,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
474,33,2,1245,18,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
475,26,2,3114,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
476,24,2,2569,39,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
477,25,2,5152,24,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
478,39,1,1037,12,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
479,44,2,1478,15,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
480,23,1,3573,12,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
481,26,2,1201,24,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
482,57,2,3622,30,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
483,30,2,960,15,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
484,44,2,1163,12,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
485,47,3,1209,6,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
486,52,2,3077,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
487,62,2,3757,24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
488,35,1,1418,10,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
489,26,2,3518,6,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
490,26,2,1934,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
491,42,3,8318,27,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
492,27,2,1237,6,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
493,38,2,368,6,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
494,39,1,2122,12,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
495,20,2,2996,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
496,29,3,9034,36,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
497,40,2,1585,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
498,32,1,1301,18,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
499,28,2,1323,6,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False
500,27,2,3123,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
501,42,2,5493,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
502,49,2,1126,9,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False
503,38,2,1216,24,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False
504,24,2,1207,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
505,27,1,1309,10,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
506,36,2,2360,15,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False
507,34,3,6850,15,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
508,28,2,1413,24,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
509,45,3,8588,39,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
510,26,2,759,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
511,32,3,4686,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
512,26,2,2687,15,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
513,20,2,585,12,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
514,54,2,2255,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
515,37,2,609,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
516,40,1,1361,6,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
517,23,2,7127,36,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
518,43,2,1203,6,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
519,36,2,700,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
520,44,2,5507,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521,24,2,3190,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
522,53,2,7119,48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
523,23,2,3488,24,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
524,26,1,1113,18,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
525,30,2,7966,26,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
526,31,2,1532,15,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
527,42,1,1503,4,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
528,31,2,2302,36,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
529,41,1,662,6,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
530,32,2,2273,36,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
531,28,2,2631,15,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
532,41,2,1503,12,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
533,26,2,1311,24,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
534,25,2,3105,24,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
535,33,2,2319,21,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
536,75,3,1374,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
537,37,2,3612,18,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
538,42,3,7763,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
539,45,1,3049,18,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
540,23,2,1534,12,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
541,60,2,2032,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
542,31,2,6350,30,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
543,34,1,2864,18,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
544,61,1,1255,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
545,43,2,1333,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
546,37,2,2022,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
547,32,2,1552,24,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
548,24,1,626,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
549,35,2,8858,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
550,23,2,996,12,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
551,45,1,1750,6,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
552,34,2,6999,48,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
553,27,2,1995,12,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
554,67,3,1199,9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
555,22,2,1331,12,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
556,28,2,2278,18,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
557,29,2,5003,21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
558,27,2,3552,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
559,31,1,1928,18,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
560,49,2,2964,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
561,24,1,1546,24,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
562,29,2,683,6,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
563,37,2,12389,36,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
564,37,3,4712,24,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
565,23,2,1553,24,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
566,36,2,1372,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
567,34,2,2578,24,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
568,41,2,3979,48,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
569,31,2,6758,48,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
570,23,1,3234,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
571,38,2,5954,30,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
572,26,3,5433,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
573,22,1,806,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
574,27,1,1082,9,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
575,24,2,2788,15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
576,27,2,2930,12,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
577,33,2,1927,24,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
578,27,2,2820,36,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
579,27,1,937,24,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
580,30,2,1056,18,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
581,49,1,3124,12,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
582,26,2,1388,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
583,33,1,2384,36,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
584,52,3,2133,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
585,20,2,2039,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
586,36,2,2799,9,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
587,21,1,1289,12,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
588,47,1,1217,18,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
589,60,2,2246,12,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
590,58,1,385,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
591,42,2,1965,24,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
592,36,1,1572,21,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
593,20,1,2718,24,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
594,40,3,1358,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
595,32,1,931,6,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
596,23,2,1442,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
597,36,1,4241,24,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
598,31,2,2775,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
599,32,2,3863,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600,45,2,2329,7,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
601,30,2,918,9,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
602,34,1,1837,24,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
603,28,3,3349,36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
604,23,2,1275,10,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
605,22,2,2828,24,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
606,74,3,4526,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
607,50,2,2671,36,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
608,33,2,2051,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
609,45,2,1300,15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
610,22,2,741,12,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
611,48,1,1240,10,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
612,29,2,3357,21,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
613,22,2,3632,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
614,22,2,1808,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
615,48,3,12204,48,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
616,27,3,9157,60,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
617,37,2,3676,6,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
618,21,2,3441,30,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
619,49,1,640,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
620,27,2,3652,21,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
621,32,2,1530,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
622,38,2,3914,48,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
623,22,2,1858,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
624,65,2,2600,18,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
625,35,2,1979,15,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
626,41,2,2116,6,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
627,29,2,1437,9,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
628,36,2,4042,42,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
629,64,1,3832,9,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
630,28,2,3660,24,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
631,44,2,1553,18,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
632,23,2,1444,15,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
633,19,2,1980,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
634,25,1,1355,24,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
635,47,2,1393,12,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
636,28,2,1376,24,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
637,21,2,15653,60,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
638,34,2,1493,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
639,26,2,4370,42,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
640,27,0,750,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
641,38,1,1308,15,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
642,40,3,4623,15,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
643,33,2,1851,24,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
644,32,3,1880,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
645,27,2,7980,36,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
646,32,2,4583,30,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
647,26,2,1386,12,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
648,38,2,947,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
649,40,1,684,12,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
650,50,3,7476,48,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
651,37,1,1922,12,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
652,45,2,2303,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
653,42,3,8086,36,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
654,35,2,2346,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
655,22,2,3973,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
656,41,1,888,12,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
657,37,2,10222,48,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
658,28,2,4221,30,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
659,41,2,6361,18,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
660,23,2,1297,12,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
661,23,2,900,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
662,50,2,2241,21,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
663,35,3,1050,6,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
664,50,1,1047,6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
665,27,3,6314,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
666,34,2,3496,30,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
667,27,2,3609,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
668,43,2,4843,12,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
669,47,2,3017,30,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
670,27,1,4139,24,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
671,31,2,5742,36,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
